01001,56663
01002,49853
01003,28462
01005,75423
01007,79076
01008,63980
01009,51452
01010,75625
01011,63476
01012,58750
01013,36578
01020,50058
01022,50440
01026,60320
01027,58573
01028,80252
01029,62955
01030,71106
01031,61250
01032,67692
01034,63980
01035,69911
01036,78869
01037,61250
01038,53939
01039,66284
01040,35549
01050,62097
01053,60477
01054,67831
01056,63318
01057,73254
01060,48069
01062,60686
01063,40694
01066,53939
01068,77396
01069,50345
01070,60320
01071,63980
01072,67831
01073,80738
01074,75423
01075,63053
01077,73645
01079,51452
01080,50100
01081,65917
01082,51936
01083,55030
01084,58750
01085,57598
01086,93611
01088,53939
01089,53711
01092,55030
01093,59722
01094,61250
01095,89486
01096,66148
01097,63980
01098,60320
01103,16963
01104,35380
01105,17756
01106,91889
01107,23557
01108,37411
01109,34638
01118,55853
01119,45184
01128,63177
01129,58704
01151,34175
01199,48306
01201,46765
01220,38379
01222,47145
01223,48478
01224,66458
01225,57419
01226,57505
01229,55096
01230,53584
01235,63877
01236,55718
01237,69659
01238,51053
01240,60458
01242,60604
01243,60320
01244,57917
01245,63152
01247,38405
01253,62955
01254,79145
01255,62955
01256,54167
01257,47145
01258,55764
01259,57917
01260,53297
01262,55096
01264,63250
01266,64328
01267,69925
01270,70662
01301,47833
01330,70326
01331,49110
01337,57550
01338,56596
01339,6531
01341,70326
01342,61912
01343,54167
01344,54836
01347,50189
01349,51401
01351,50189
01354,57550
01355,67831
01360,70606
01364,44676
01366,68374
01368,61950
01370,53003
01373,61438
01375,59722
01376,36099
01378,54836
01379,54836
01420,48606
01430,79875
01431,80143
01432,55863
01434,119016
01436,66138
01438,66138
01440,51232
01450,123278
01451,141274
01452,82443
01453,57280
01460,103751
01462,84911
01463,85403
01464,72598
01467,141274
01468,66138
01469,78502
01473,79073
01474,78207
01475,56274
01501,70683
01503,92917
01504,74067
01505,88214
01506,60189
01507,86561
01510,57957
01515,71964
01516,86214
01518,72983
01519,105605
01520,92166
01521,65917
01522,82165
01523,80938
01524,74316
01525,89583
01527,68319
01529,77250
01531,61250
01532,103271
01534,76675
01535,57196
01536,89347
01537,68664
01540,62079
01541,102853
01542,67172
01543,81295
01545,88643
01550,48195
01560,68854
01561,80938
01562,65184
01564,102115
01566,72387
01568,107950
01569,80536
01570,50142
01571,64228
01581,101876
01583,79865
01585,60376
01588,67286
01590,104730
01602,61861
01603,37454
01604,47438
01605,41023
01606,57646
01607,47987
01608,26526
01609,44501
01610,21388
01611,63333
01612,100358
01701,92018
01702,53081
01718,84559
01719,102222
01720,110534
01721,91904
01730,107033
01731,77369
01740,125741
01741,155000
01742,119902
01745,114761
01746,101901
01747,97227
01748,121182
01749,76500
01752,71835
01754,76228
01756,102625
01757,68565
01760,90673
01770,145250
01772,141459
01773,143771
01775,117440
01776,152789
01778,140652
01801,71805
01803,90659
01810,113874
01821,87745
01824,99032
01826,71731
01827,113594
01830,63388
01832,57959
01833,97895
01834,84232
01835,76253
01840,18507
01841,34128
01843,42587
01844,66023
01845,99505
01850,54087
01851,51795
01852,55089
01854,44616
01860,75517
01862,86304
01863,77458
01864,97574
01867,103358
01876,83976
01879,92239
01880,89830
01886,123906
01887,97107
01890,128546
01901,18257
01902,38107
01904,69263
01905,42449
01906,69051
01907,90516
01913,73843
01915,71363
01921,143045
01922,91052
01923,76695
01929,76989
01930,63047
01938,82395
01940,90677
01944,105000
01945,95942
01949,87728
01950,76313
01951,91052
01952,62924
01960,67119
01966,73676
01969,74911
01970,57313
01982,97491
01983,115015
01984,132697
01985,111739
02019,77420
02021,88829
02025,114214
02026,85131
02030,164583
02032,77708
02035,94994
02038,92042
02043,99910
02045,70039
02047,75170
02048,93593
02050,85395
02052,123176
02053,100950
02054,85472
02056,111767
02061,106730
02062,72935
02066,92394
02067,117828
02071,91781
02072,69340
02081,92954
02090,116083
02093,94524
02108,96033
02109,92310
02110,102972
02111,31442
02113,60386
02114,69809
02115,30282
02116,80153
02118,51368
02119,36316
02120,28794
02121,28897
02122,45859
02124,43598
02125,44266
02126,51733
02127,64285
02128,42613
02129,80223
02130,69576
02131,62945
02132,76802
02134,33863
02135,52714
02136,54410
02138,68127
02139,62821
02140,65283
02141,57909
02142,61141
02143,64966
02144,68004
02145,50718
02148,55890
02149,49696
02150,40344
02151,51723
02152,68218
02155,69803
02163,23429
02169,56647
02170,64309
02171,66808
02176,85681
02180,78103
02184,77129
02186,98712
02188,65251
02189,62491
02190,74205
02191,68143
02199,68080
02203,106602
02210,61807
02215,30726
02301,48470
02302,62408
02322,67313
02324,80879
02330,70048
02332,116904
02333,82133
02339,104787
02341,81912
02343,62560
02346,72466
02347,94495
02351,75850
02356,99682
02357,101136
02359,83622
02360,74603
02364,78923
02366,89632
02367,87917
02368,65118
02370,62855
02375,78410
02379,73651
02382,77027
02420,139453
02421,126827
02445,105027
02446,67338
02451,78675
02452,67088
02453,59067
02457,179792
02458,90740
02459,128598
02460,107495
02461,110373
02462,134119
02464,81143
02465,110531
02466,115116
02467,130044
02468,166454
02472,74968
02474,82845
02476,83975
02478,95269
02481,173681
02482,123003
02492,118211
02493,147946
02494,104492
02532,60257
02534,60788
02535,68906
02536,61733
02537,86643
02538,54545
02539,67625
02540,58667
02542,39803
02543,82355
02553,70197
02554,61502
02556,67750
02557,59156
02558,51662
02559,62761
02561,68597
02562,68960
02563,84184
02564,81944
02568,516
02571,55500
02575,68906
02576,62034
02584,81944
02601,44219
02630,71383
02631,58280
02632,67464
02633,65871
02635,75166
02637,71516
02638,56770
02639,47356
02641,61013
02642,59536
02643,62589
02644,82198
02645,55137
02646,52700
02647,47353
02648,71212
02649,62993
02650,64477
02651,54464
02652,80425
02653,57062
02655,72786
02657,44646
02659,67569
02660,52611
02663,66109
02664,46673
02666,80425
02667,66118
02668,71947
